name,image_url
"John XVII","https://www.catholic.org/files/images/saints/1063.jpg"
"John XVIII","https://www.catholic.org/files/images/saints/1064.jpg"
"John XXI","https://www.catholic.org/files/images/saints/1065.jpg"
"John XXII","https://www.catholic.org/files/images/saints/1066.jpg"
"Leo II","https://www.catholic.org/files/images/saints/1002.jpg"
"Leo III","https://www.catholic.org/files/images/saints/1003.jpg"
"Leo IV","https://www.catholic.org/files/images/saints/1004.jpg"
"Leo IX","https://www.catholic.org/files/images/saints/1005.jpg"
"Leo V","https://www.catholic.org/files/images/saints/1006.jpg"
"Leo VI","https://www.catholic.org/files/images/saints/1007.jpg"
"Leo VII","https://www.catholic.org/files/images/saints/1008.jpg"
"Leo VIII","https://www.catholic.org/files/images/saints/1009.jpg"
"Liberius","https://www.catholic.org/files/images/saints/1010.jpg"
"Lucius II","https://www.catholic.org/files/images/saints/1012.jpg"
"Lucius III","https://www.catholic.org/files/images/saints/1013.jpg"
"Martyrs Four Anonymous","https://www.catholic.org/files/images/saints/5847.jpg"
"Martyrs of Ebsdorf","https://www.catholic.org/files/images/saints/3034.jpg"
"Nicholas II","https://www.catholic.org/files/images/saints/1021.jpg"
"Nicholas III","https://www.catholic.org/files/images/saints/1022.jpg"
"Nicholas IV","https://www.catholic.org/files/images/saints/1023.jpg"
"Our Lady of Guadalupe","https://www.catholic.org/files/images/saints/456.jpg"
"Our Lady of Lourdes","https://www.catholic.org/files/images/saints/46099.jpg"
"Paschal II","https://www.catholic.org/files/images/saints/1029.jpg"
"Paul II","https://www.catholic.org/files/images/saints/1031.jpg"
"Pelagius I","https://www.catholic.org/files/images/saints/1032.jpg"
"Pelagius II","https://www.catholic.org/files/images/saints/1033.jpg"
"Pope Celestine II","https://www.catholic.org/files/images/saints/901.jpg"
"Pope Saint Damasus I","https://www.catholic.org/files/images/saints/41.jpg"
"Pope Saint Gregory III","https://www.catholic.org/files/images/saints/53.jpg"
"Pope Saint Gregory the Great","https://www.catholic.org/files/images/saints/54.jpg"
"Pope Saint Martin I","https://www.catholic.org/files/images/saints/80.jpg"
"Pope St. Clement I","https://www.catholic.org/files/images/saints/37.jpg"
"Pope St. Mark","https://www.catholic.org/files/images/saints/4703.jpg"
"Pope Valentine","https://www.catholic.org/files/images/saints/837.jpg"
"Pope Zachary","https://www.catholic.org/files/images/saints/46087.jpg"
"Sabinian","https://www.catholic.org/files/images/saints/896.jpg"
"Sergius II","https://www.catholic.org/files/images/saints/900.jpg"
"Sergius III","https://www.catholic.org/files/images/saints/902.jpg"
"Sergius IV","https://www.catholic.org/files/images/saints/904.jpg"
"Simon of Cyrene","https://www.catholic.org/files/images/saints/6800.jpg"
"Siricius","https://www.catholic.org/files/images/saints/914.jpg"
"Sissinius","https://www.catholic.org/files/images/saints/915.jpg"
"Sixtus IV","https://www.catholic.org/files/images/saints/922.jpg"
"St . Gerald of Aurillac","https://www.catholic.org/files/images/saints/7728.jpg"
"St Epiphania","https://www.catholic.org/files/images/saints/3151.jpg"
"St Paul","https://www.catholic.org/files/images/saints/6522.jpg"
"St. Aaron","https://www.catholic.org/files/images/saints/328.jpg"
"St. Aba Mina","https://www.catholic.org/files/images/saints/6052.jpg"
"St. Aba Salamah, (Frumentius)","https://www.catholic.org/files/images/saints/6061.jpg"
"St. Abadios","https://www.catholic.org/files/images/saints/6053.jpg"
"St. Abadir","https://www.catholic.org/files/images/saints/6054.jpg"
"St. Abadiu","https://www.catholic.org/files/images/saints/6055.jpg"
"St. Abaidas","https://www.catholic.org/files/images/saints/6056.jpg"
"St. Abakerazum","https://www.catholic.org/files/images/saints/6057.jpg"
"St. Abakuh","https://www.catholic.org/files/images/saints/6058.jpg"
"St. Abamon (Apa Pamun)","https://www.catholic.org/files/images/saints/6059.jpg"
"St. Abanoub","https://www.catholic.org/files/images/saints/6060.jpg"
"St. Abba Capito","https://www.catholic.org/files/images/saints/6164.jpg"
"St. Abba Isa","https://www.catholic.org/files/images/saints/6051.jpg"
"St. Abba Julian","https://www.catholic.org/files/images/saints/6381.jpg"
"St. Abban","https://www.catholic.org/files/images/saints/469.jpg"
"St. Abban of Murnevin","https://www.catholic.org/files/images/saints/562.jpg"
"St. Abbo","https://www.catholic.org/files/images/saints/664.jpg"
"St. Abdas","https://www.catholic.org/files/images/saints/1067.jpg"
"St. Abdas of Susa","https://www.catholic.org/files/images/saints/6062.jpg"
"St. Abdiesus","https://www.catholic.org/files/images/saints/1070.jpg"
"St. Abdon","https://www.catholic.org/files/images/saints/1071.jpg"
"St. Abel","https://www.catholic.org/files/images/saints/1072.jpg"
"St. Abercius Marcellus","https://www.catholic.org/files/images/saints/1074.jpg"
"St. Aberoh (Aburom, Arianus)","https://www.catholic.org/files/images/saints/6065.jpg"
"St. Abhor (Amba Hor)","https://www.catholic.org/files/images/saints/6066.jpg"
"St. Abibas","https://www.catholic.org/files/images/saints/1075.jpg"
"St. Abibus","https://www.catholic.org/files/images/saints/1076.jpg"
"St. Abidianus","https://www.catholic.org/files/images/saints/6067.jpg"
"St. Abigail","https://www.catholic.org/files/images/saints/7725.jpg"
"St. Abilius","https://www.catholic.org/files/images/saints/1077.jpg"
"St. Abilus","https://www.catholic.org/files/images/saints/6070.jpg"
"St. Abra","https://www.catholic.org/files/images/saints/1078.jpg"
"St. Abraham","https://www.catholic.org/files/images/saints/1079.jpg"
"St. Abraham Kidunaja","https://www.catholic.org/files/images/saints/1561.jpg"
"St. Abraham of Carrhae","https://www.catholic.org/files/images/saints/1084.jpg"
"St. Abraham of Kratia","https://www.catholic.org/files/images/saints/1085.jpg"
"St. Abraham of Rostov","https://www.catholic.org/files/images/saints/1086.jpg"
"St. Abraham of Smolensk","https://www.catholic.org/files/images/saints/1087.jpg"
"St. Abraham the Poor","https://www.catholic.org/files/images/saints/6072.jpg"
"St. Abrahamites Monks","https://www.catholic.org/files/images/saints/1082.jpg"
"St. Abran","https://www.catholic.org/files/images/saints/521.jpg"
"St. Abreha and Atzbeha (Aizan and Sazana)","https://www.catholic.org/files/images/saints/6073.jpg"
"St. Absadah","https://www.catholic.org/files/images/saints/6074.jpg"
"St. Absadi","https://www.catholic.org/files/images/saints/6075.jpg"
"St. Abudimus","https://www.catholic.org/files/images/saints/1089.jpg"
"St. Abuna (Frumentius)","https://www.catholic.org/files/images/saints/6076.jpg"
"St. Abundius","https://www.catholic.org/files/images/saints/1090.jpg"
"St. Aburom","https://www.catholic.org/files/images/saints/6077.jpg"
"St. Acacius","https://www.catholic.org/files/images/saints/785.jpg"
"St. Acca","https://www.catholic.org/files/images/saints/1094.jpg"
"St. Accidia","https://www.catholic.org/files/images/saints/6078.jpg"
"St. Acculus","https://www.catholic.org/files/images/saints/6079.jpg"
"St. Aceolus","https://www.catholic.org/files/images/saints/1083.jpg"
"St. Acepsimas","https://www.catholic.org/files/images/saints/1095.jpg"
"St. Acepsius","https://www.catholic.org/files/images/saints/6080.jpg"
"St. Acestes","https://www.catholic.org/files/images/saints/1097.jpg"
"St. Acha the Confessor","https://www.catholic.org/files/images/saints/6081.jpg"
"St. Acharius","https://www.catholic.org/files/images/saints/1098.jpg"
"St. Achatius","https://www.catholic.org/files/images/saints/788.jpg"
"St. Achillas","https://www.catholic.org/files/images/saints/1099.jpg"
"St. Achillas of Alexandria","https://www.catholic.org/files/images/saints/6084.jpg"
"St. Achilleus","https://www.catholic.org/files/images/saints/6085.jpg"
"St. Achilleus Kewanuka","https://www.catholic.org/files/images/saints/1102.jpg"
"St. Acirianus","https://www.catholic.org/files/images/saints/6087.jpg"
"St. Acisclus","https://www.catholic.org/files/images/saints/1103.jpg"
"St. Acius","https://www.catholic.org/files/images/saints/1104.jpg"
"St. Acllinus","https://www.catholic.org/files/images/saints/6086.jpg"
"St. Acrates (Aragawi)","https://www.catholic.org/files/images/saints/6088.jpg"
"St. Acyndinus","https://www.catholic.org/files/images/saints/1105.jpg"
"St. Ada","https://www.catholic.org/files/images/saints/1106.jpg"
"St. Adalar","https://www.catholic.org/files/images/saints/1107.jpg"
"St. Adalard of Corbie","https://www.catholic.org/files/images/saints/1108.jpg"
"St. Adalbald of Ostrevant","https://www.catholic.org/files/images/saints/1109.jpg"
"St. Adalbero","https://www.catholic.org/files/images/saints/1110.jpg"
"St. Adalbert","https://www.catholic.org/files/images/saints/1112.jpg"
"St. Adalbert of Magdeburg","https://www.catholic.org/files/images/saints/1113.jpg"
"St. Adalbert of Prague","https://www.catholic.org/files/images/saints/858.jpg"
"St. Adalgis","https://www.catholic.org/files/images/saints/1114.jpg"
"St. Adalgott","https://www.catholic.org/files/images/saints/1116.jpg"
"St. Adalsindis","https://www.catholic.org/files/images/saints/1117.jpg"
"St. Adam","https://www.catholic.org/files/images/saints/32.jpg"
"St. Adamnan","https://www.catholic.org/files/images/saints/878.jpg"
"St. Adamnan of Coldingham","https://www.catholic.org/files/images/saints/1120.jpg"
"St. Adauctus","https://www.catholic.org/files/images/saints/1121.jpg"
"St. Adaucus","https://www.catholic.org/files/images/saints/1122.jpg"
"St. Addal","https://www.catholic.org/files/images/saints/1123.jpg"
"St. Adela","https://www.catholic.org/files/images/saints/1124.jpg"
"St. Adelaide","https://www.catholic.org/files/images/saints/525.jpg"
"St. Adelaide of Bellich","https://www.catholic.org/files/images/saints/1128.jpg"
"St. Adelard","https://www.catholic.org/files/images/saints/252.jpg"
"St. Adele","https://www.catholic.org/files/images/saints/467.jpg"
"St. Adelelmus","https://www.catholic.org/files/images/saints/1129.jpg"
"St. Adelina","https://www.catholic.org/files/images/saints/1130.jpg"
"St. Adeloga","https://www.catholic.org/files/images/saints/1131.jpg"
"St. Adelphius","https://www.catholic.org/files/images/saints/6090.jpg"
"St. Adelphius the 'Confessor.'","https://www.catholic.org/files/images/saints/6091.jpg"
"St. Adelphus","https://www.catholic.org/files/images/saints/1132.jpg"
"St. Adeodatus","https://www.catholic.org/files/images/saints/855.jpg"
"St. Adeodatus II","https://www.catholic.org/files/images/saints/853.jpg"
"St. Aderald","https://www.catholic.org/files/images/saints/1134.jpg"
"St. Adheritus","https://www.catholic.org/files/images/saints/1135.jpg"
"St. Adjutor","https://www.catholic.org/files/images/saints/526.jpg"
"St. Ado of Vienne","https://www.catholic.org/files/images/saints/1139.jpg"
"St. Adolf of Osnabruck","https://www.catholic.org/files/images/saints/1136.jpg"
"St. Adolphus Ludigo-Mkasa","https://www.catholic.org/files/images/saints/1138.jpg"
"St. Adrian","https://www.catholic.org/files/images/saints/253.jpg"
"St. Adrian III","https://www.catholic.org/files/images/saints/852.jpg"
"St. Adrian Van Hilvarenbeek","https://www.catholic.org/files/images/saints/1144.jpg"
"St. Adrian, Abbot","https://www.catholic.org/files/images/saints/254.jpg"
"St. Adrio","https://www.catholic.org/files/images/saints/1145.jpg"
"St. Adulf","https://www.catholic.org/files/images/saints/1146.jpg"
"St. Adventor","https://www.catholic.org/files/images/saints/6094.jpg"
"St. Aedesius","https://www.catholic.org/files/images/saints/1147.jpg"
"St. Aedh MacBricc","https://www.catholic.org/files/images/saints/1148.jpg"
"St. Aelred of Rievaulx","https://www.catholic.org/files/images/saints/847.jpg"
"St. Aemilianus (Emilian)","https://www.catholic.org/files/images/saints/6095.jpg"
"St. Aengus","https://www.catholic.org/files/images/saints/1088.jpg"
"St. Aetherius","https://www.catholic.org/files/images/saints/5903.jpg"
"St. Afan","https://www.catholic.org/files/images/saints/1149.jpg"
"St. Afra","https://www.catholic.org/files/images/saints/1150.jpg"
"St. Africanus","https://www.catholic.org/files/images/saints/6098.jpg"
"St. Africus","https://www.catholic.org/files/images/saints/1152.jpg"
"St. Agabius","https://www.catholic.org/files/images/saints/1153.jpg"
"St. Agabus","https://www.catholic.org/files/images/saints/1154.jpg"
"St. Aganus","https://www.catholic.org/files/images/saints/1155.jpg"
"St. Agape","https://www.catholic.org/files/images/saints/468.jpg"
"St. Agapitus","https://www.catholic.org/files/images/saints/527.jpg"
"St. Agapius","https://www.catholic.org/files/images/saints/1160.jpg"
"St. Agatha","https://www.catholic.org/files/images/saints/14.jpg"
"St. Agatha Chon Kyonghyob","https://www.catholic.org/files/images/saints/7009.jpg"
"St. Agatha Kim","https://www.catholic.org/files/images/saints/7010.jpg"
"St. Agatha Kwon Chin-i","https://www.catholic.org/files/images/saints/5994.jpg"
"St. Agatha Lin","https://www.catholic.org/files/images/saints/1163.jpg"
"St. Agatha Yi","https://www.catholic.org/files/images/saints/7011.jpg"
"St. Agatha Yi Kannan","https://www.catholic.org/files/images/saints/7012.jpg"
"St. Agatha Yi Kyong-i","https://www.catholic.org/files/images/saints/7013.jpg"
"St. Agatha Yi Sosa","https://www.catholic.org/files/images/saints/7014.jpg"
"St. Agathangelo Noury","https://www.catholic.org/files/images/saints/1164.jpg"
"St. Agathangelus","https://www.catholic.org/files/images/saints/1165.jpg"
"St. Agatho","https://www.catholic.org/files/images/saints/845.jpg"
"St. Agathoclia","https://www.catholic.org/files/images/saints/1167.jpg"
"St. Agathon","https://www.catholic.org/files/images/saints/6102.jpg"
"St. Agathopus","https://www.catholic.org/files/images/saints/1168.jpg"
"St. Agathus","https://www.catholic.org/files/images/saints/6103.jpg"
"St. Ageranus","https://www.catholic.org/files/images/saints/1169.jpg"
"St. Agericus","https://www.catholic.org/files/images/saints/1170.jpg"
"St. Agia","https://www.catholic.org/files/images/saints/1159.jpg"
"St. Agilbert","https://www.catholic.org/files/images/saints/877.jpg"
"St. Agilberta","https://www.catholic.org/files/images/saints/1172.jpg"
"St. Agileus","https://www.catholic.org/files/images/saints/1173.jpg"
"St. Agilulfus","https://www.catholic.org/files/images/saints/1174.jpg"
"St. Agilus","https://www.catholic.org/files/images/saints/1175.jpg"
"St. Agnellus","https://www.catholic.org/files/images/saints/1176.jpg"
"St. Agnellus of Pisa","https://www.catholic.org/files/images/saints/1177.jpg"
"St. Agnes","https://www.catholic.org/files/images/saints/106.jpg"
"St. Agnes De","https://www.catholic.org/files/images/saints/1178.jpg"
"St. Agnes Kim Hyoju","https://www.catholic.org/files/images/saints/7016.jpg"
"St. Agnes of Assisi","https://www.catholic.org/files/images/saints/528.jpg"
"St. Agnes of Bohemia","https://www.catholic.org/files/images/saints/529.jpg"
"St. Agnes of Montepulciano","https://www.catholic.org/files/images/saints/1181.jpg"
"St. Agnes of Poitiers","https://www.catholic.org/files/images/saints/1182.jpg"
"St. Agnes of Rome","https://www.catholic.org/files/images/saints/842.jpg"
"St. Agobard","https://www.catholic.org/files/images/saints/530.jpg"
"St. Agofredus","https://www.catholic.org/files/images/saints/3008.jpg"
"St. Agostina Petrantoni","https://www.catholic.org/files/images/saints/7017.jpg"
"St. Agostino Roscelli","https://www.catholic.org/files/images/saints/7018.jpg"
"St. Agrecius","https://www.catholic.org/files/images/saints/1185.jpg"
"St. Agricola","https://www.catholic.org/files/images/saints/1186.jpg"
"St. Agricolus","https://www.catholic.org/files/images/saints/1189.jpg"
"St. Agrippina","https://www.catholic.org/files/images/saints/531.jpg"
"St. Agrippinus","https://www.catholic.org/files/images/saints/1191.jpg"
"St. Agustin Caloca Cortes","https://www.catholic.org/files/images/saints/7019.jpg"
"St. AIban of Mainz","https://www.catholic.org/files/images/saints/3009.jpg"
"St. Aibert","https://www.catholic.org/files/images/saints/1190.jpg"
"St. Aichardus","https://www.catholic.org/files/images/saints/1192.jpg"
"St. Aidan","https://www.catholic.org/files/images/saints/532.jpg"
"St. Aidan of Ferns","https://www.catholic.org/files/images/saints/1193.jpg"
"St. Aidan of Lindisfarne","https://www.catholic.org/files/images/saints/107.jpg"
"St. Aidric","https://www.catholic.org/files/images/saints/1194.jpg"
"St. Aigulf","https://www.catholic.org/files/images/saints/1195.jpg"
"St. Ailbhe","https://www.catholic.org/files/images/saints/1197.jpg"
"St. Aileran","https://www.catholic.org/files/images/saints/1198.jpg"
"St. Aimo","https://www.catholic.org/files/images/saints/1199.jpg"
"St. Aizan and Sazana (Abreha and Atzbeha)","https://www.catholic.org/files/images/saints/6131.jpg"
"St. Ajuture","https://www.catholic.org/files/images/saints/875.jpg"
"St. Alban","https://www.catholic.org/files/images/saints/329.jpg"
"St. Alban Bartholomew Roe","https://www.catholic.org/files/images/saints/1200.jpg"
"St. Alban of Britain","https://www.catholic.org/files/images/saints/840.jpg"
"St. Alberic Crescitelli","https://www.catholic.org/files/images/saints/1203.jpg"
"St. Alberic of Citeaux","https://www.catholic.org/files/images/saints/1202.jpg"
"St. Alberic of Utrecht","https://www.catholic.org/files/images/saints/1201.jpg"
"St. Albert Chmielowski","https://www.catholic.org/files/images/saints/7021.jpg"
"St. Albert of Cashel","https://www.catholic.org/files/images/saints/1206.jpg"
"St. Albert of Como","https://www.catholic.org/files/images/saints/1207.jpg"
"St. Albert of Gambron","https://www.catholic.org/files/images/saints/1208.jpg"
"St. Albert of Genoa","https://www.catholic.org/files/images/saints/1209.jpg"
"St. Albert of Jerusalem","https://www.catholic.org/files/images/saints/533.jpg"
"St. Albert of Louvain","https://www.catholic.org/files/images/saints/1212.jpg"
"St. Albert of Magdeburg","https://www.catholic.org/files/images/saints/534.jpg"
"St. Albert of Montecorvino","https://www.catholic.org/files/images/saints/1213.jpg"
"St. Albert of Trapani","https://www.catholic.org/files/images/saints/1214.jpg"
"St. Albert the Great","https://www.catholic.org/files/images/saints/144.jpg"
"St. Albertinus","https://www.catholic.org/files/images/saints/1204.jpg"
"St. Alberto Hurtado Cruchaga","https://www.catholic.org/files/images/saints/7022.jpg"
"St. Albina","https://www.catholic.org/files/images/saints/1210.jpg"
"St. Albinus","https://www.catholic.org/files/images/saints/535.jpg"
"St. Alburga","https://www.catholic.org/files/images/saints/3010.jpg"
"St. Alcmund","https://www.catholic.org/files/images/saints/1216.jpg"
"St. Aldate","https://www.catholic.org/files/images/saints/1218.jpg"
"St. Aldebrandus","https://www.catholic.org/files/images/saints/1219.jpg"
"St. Aldegunais","https://www.catholic.org/files/images/saints/1220.jpg"
"St. Aldemar","https://www.catholic.org/files/images/saints/1221.jpg"
"St. Aldericus","https://www.catholic.org/files/images/saints/1222.jpg"
"St. Aldhelm","https://www.catholic.org/files/images/saints/1223.jpg"
"St. Aldo","https://www.catholic.org/files/images/saints/108.jpg"
"St. Aleaunie","https://www.catholic.org/files/images/saints/1224.jpg"
"St. Alena","https://www.catholic.org/files/images/saints/1225.jpg"
"St. Alex U Seyong","https://www.catholic.org/files/images/saints/7023.jpg"
"St. Alexander","https://www.catholic.org/files/images/saints/6105.jpg"
"St. ALEXANDER","https://www.catholic.org/files/images/saints/6110.jpg"
"St. Alexander Akimetes","https://www.catholic.org/files/images/saints/1240.jpg"
"St. Alexander Briant","https://www.catholic.org/files/images/saints/1241.jpg"
"St. Alexander I","https://www.catholic.org/files/images/saints/835.jpg"
"St. Alexander Nevski","https://www.catholic.org/files/images/saints/962.jpg"
"St. Alexander of Alexandria","https://www.catholic.org/files/images/saints/1246.jpg"
"St. Alexander of Comana","https://www.catholic.org/files/images/saints/1247.jpg"
"St. Alexander of Constantinople","https://www.catholic.org/files/images/saints/1248.jpg"
"St. Alexander of Gaza","https://www.catholic.org/files/images/saints/6104.jpg"
"St. Alexander of Jerusalem","https://www.catholic.org/files/images/saints/165.jpg"
"St. Alexander of Kemet","https://www.catholic.org/files/images/saints/6107.jpg"
"St. Alexander Sauli","https://www.catholic.org/files/images/saints/1251.jpg"
"St. Alexander the Bishop","https://www.catholic.org/files/images/saints/6106.jpg"
"St. Alexander the Soldier","https://www.catholic.org/files/images/saints/6108.jpg"
"St. Alexandra","https://www.catholic.org/files/images/saints/6111.jpg"
"St. Alexandra and Companions","https://www.catholic.org/files/images/saints/1256.jpg"
"St. Alexandra of Alexandria","https://www.catholic.org/files/images/saints/6109.jpg"
"St. Alexis","https://www.catholic.org/files/images/saints/388.jpg"
"St. Alexis Falconieri","https://www.catholic.org/files/images/saints/1257.jpg"
"St. Aleydis","https://www.catholic.org/files/images/saints/330.jpg"
"St. Alfanus","https://www.catholic.org/files/images/saints/1260.jpg"
"St. Alfonso Maria Fusco","https://www.catholic.org/files/images/saints/7024.jpg"
"St. Alfred the Great","https://www.catholic.org/files/images/saints/1262.jpg"
"St. Alfreda","https://www.catholic.org/files/images/saints/1261.jpg"
"St. Alfrick","https://www.catholic.org/files/images/saints/1263.jpg"
"St. Alfwold","https://www.catholic.org/files/images/saints/1264.jpg"
"St. Alice","https://www.catholic.org/files/images/saints/451.jpg"
"St. Alipius","https://www.catholic.org/files/images/saints/1265.jpg"
"St. Alkeld","https://www.catholic.org/files/images/saints/1266.jpg"
"St. Allerius","https://www.catholic.org/files/images/saints/1267.jpg"
"St. Allucio","https://www.catholic.org/files/images/saints/1268.jpg"
"St. Almachius","https://www.catholic.org/files/images/saints/1269.jpg"
"St. Almedha","https://www.catholic.org/files/images/saints/1270.jpg"
"St. Anthony Pavoni","https://www.catholic.org/files/images/saints/5334.jpg"
"St. Baamin","https://www.catholic.org/files/images/saints/6132.jpg"
"St. Babylas","https://www.catholic.org/files/images/saints/1651.jpg"
"St. Badilo","https://www.catholic.org/files/images/saints/1652.jpg"
"St. Badulfus","https://www.catholic.org/files/images/saints/1653.jpg"
"St. Baglan","https://www.catholic.org/files/images/saints/1654.jpg"
"St. Bagne","https://www.catholic.org/files/images/saints/1655.jpg"
"St. Baithin","https://www.catholic.org/files/images/saints/1656.jpg"
"St. Balbina","https://www.catholic.org/files/images/saints/1657.jpg"
"St. Balda","https://www.catholic.org/files/images/saints/1658.jpg"
"St. Baldegundis","https://www.catholic.org/files/images/saints/1659.jpg"
"St. Balderic","https://www.catholic.org/files/images/saints/1660.jpg"
"St. Baldomerus","https://www.catholic.org/files/images/saints/1661.jpg"
"St. Baldred","https://www.catholic.org/files/images/saints/1662.jpg"
"St. Baldwin","https://www.catholic.org/files/images/saints/1663.jpg"
"St. Balin","https://www.catholic.org/files/images/saints/1665.jpg"
"St. Balther","https://www.catholic.org/files/images/saints/1667.jpg"
"St. Bandaridus","https://www.catholic.org/files/images/saints/1668.jpg"
"St. Baradates","https://www.catholic.org/files/images/saints/1669.jpg"
"St. Barbara","https://www.catholic.org/files/images/saints/166.jpg"
"St. Barbara Ch'oe Yong-i","https://www.catholic.org/files/images/saints/7080.jpg"
"St. Barbara Cho Chung-i","https://www.catholic.org/files/images/saints/7081.jpg"
"St. Barbara Han Agi","https://www.catholic.org/files/images/saints/7082.jpg"
"St. Barbara Kim","https://www.catholic.org/files/images/saints/7083.jpg"
"St. Barbara Ko Suni","https://www.catholic.org/files/images/saints/7084.jpg"
"St. Barbara Kwon Hui","https://www.catholic.org/files/images/saints/7085.jpg"
"St. Barbara Ts'Oei-Lien-Cheu","https://www.catholic.org/files/images/saints/7086.jpg"
"St. Barbara Yi Chong-hui","https://www.catholic.org/files/images/saints/7087.jpg"
"St. Barbasymas","https://www.catholic.org/files/images/saints/1670.jpg"
"St. Barbatian","https://www.catholic.org/files/images/saints/1671.jpg"
"St. Barbatus of Benevento","https://www.catholic.org/files/images/saints/1672.jpg"
"St. Bardo","https://www.catholic.org/files/images/saints/1673.jpg"
"St. Barhadbesciabas","https://www.catholic.org/files/images/saints/1674.jpg"
"St. Baricus","https://www.catholic.org/files/images/saints/6133.jpg"
"St. Barlaam","https://www.catholic.org/files/images/saints/1675.jpg"
"St. Barnabas","https://www.catholic.org/files/images/saints/211.jpg"
"St. Barnard","https://www.catholic.org/files/images/saints/1677.jpg"
"St. Barrfoin","https://www.catholic.org/files/images/saints/1678.jpg"
"St. Barrog","https://www.catholic.org/files/images/saints/1679.jpg"
"St. Barsabas","https://www.catholic.org/files/images/saints/1680.jpg"
"St. Barsanuphius","https://www.catholic.org/files/images/saints/1682.jpg"
"St. Barsimaeus","https://www.catholic.org/files/images/saints/1683.jpg"
"St. Bartholomea Capitanjo","https://www.catholic.org/files/images/saints/1684.jpg"
"St. Bartholomew","https://www.catholic.org/files/images/saints/390.jpg"
"St. Bartholomew Alvarez","https://www.catholic.org/files/images/saints/1685.jpg"
"St. Bartholomew Buonpedoni","https://www.catholic.org/files/images/saints/1686.jpg"
"St. Bartholomew Chong Munho","https://www.catholic.org/files/images/saints/7089.jpg"
"St. Bartholomew of Farne","https://www.catholic.org/files/images/saints/1689.jpg"
"St. Bartholomew of Rossano","https://www.catholic.org/files/images/saints/1690.jpg"
"St. Bartolo Longo","https://www.catholic.org/files/images/saints/7090.jpg"
"St. Barypsabas","https://www.catholic.org/files/images/saints/1694.jpg"
"St. Basicicus of Kemet (Egypt)","https://www.catholic.org/files/images/saints/6135.jpg"
"St. Basil","https://www.catholic.org/files/images/saints/1691.jpg"
"St. Basil and Companions","https://www.catholic.org/files/images/saints/1696.jpg"
"St. Basil of Ancyra","https://www.catholic.org/files/images/saints/1705.jpg"
"St. Basil the Great","https://www.catholic.org/files/images/saints/261.jpg"
"St. Basil the Younger","https://www.catholic.org/files/images/saints/1706.jpg"
"St. Basileus","https://www.catholic.org/files/images/saints/1697.jpg"
"St. Basileus and Companions","https://www.catholic.org/files/images/saints/1698.jpg"
"St. Basilides","https://www.catholic.org/files/images/saints/1699.jpg"
"St. Basilides and Companions","https://www.catholic.org/files/images/saints/1700.jpg"
"St. Basiliscus","https://www.catholic.org/files/images/saints/1702.jpg"
"St. Basilissa","https://www.catholic.org/files/images/saints/554.jpg"
"St. Basilla","https://www.catholic.org/files/images/saints/1704.jpg"
"St. Basinus","https://www.catholic.org/files/images/saints/1708.jpg"
"St. Basolus","https://www.catholic.org/files/images/saints/1709.jpg"
"St. Bassa and Companions","https://www.catholic.org/files/images/saints/1710.jpg"
"St. Bassian","https://www.catholic.org/files/images/saints/1711.jpg"
"St. Bassus","https://www.catholic.org/files/images/saints/1712.jpg"
"St. Bassus and Companions","https://www.catholic.org/files/images/saints/1713.jpg"
"St. Bastamonus (Bastammonius)","https://www.catholic.org/files/images/saints/6139.jpg"
"St. Bastmus","https://www.catholic.org/files/images/saints/6140.jpg"
"St. Basura","https://www.catholic.org/files/images/saints/6141.jpg"
"St. Bathildis","https://www.catholic.org/files/images/saints/1714.jpg"
"St. Bathus and Companions","https://www.catholic.org/files/images/saints/1715.jpg"
"St. Baudacarius","https://www.catholic.org/files/images/saints/5642.jpg"
"St. Baudelius","https://www.catholic.org/files/images/saints/1716.jpg"
"St. Baudolino","https://www.catholic.org/files/images/saints/6995.jpg"
"St. Bavo","https://www.catholic.org/files/images/saints/555.jpg"
"St. Bean","https://www.catholic.org/files/images/saints/262.jpg"
"St. Beatrice da Silva Meneses","https://www.catholic.org/files/images/saints/337.jpg"
"St. Beatrix da Silva","https://www.catholic.org/files/images/saints/1717.jpg"
"St. Beatus","https://www.catholic.org/files/images/saints/1719.jpg"
"St. Beatus of Lungern","https://www.catholic.org/files/images/saints/1718.jpg"
"St. Beatus of Vendome","https://www.catholic.org/files/images/saints/1720.jpg"
"St. Beauch (Bagug)","https://www.catholic.org/files/images/saints/6142.jpg"
"St. Bebnuda (Paphnutius)","https://www.catholic.org/files/images/saints/6143.jpg"
"St. Becan","https://www.catholic.org/files/images/saints/1721.jpg"
"St. Bega","https://www.catholic.org/files/images/saints/1723.jpg"
"St. Begga","https://www.catholic.org/files/images/saints/263.jpg"
"St. Belina","https://www.catholic.org/files/images/saints/3015.jpg"
"St. Bellinus","https://www.catholic.org/files/images/saints/1724.jpg"
"St. Benedetto Menni","https://www.catholic.org/files/images/saints/7093.jpg"
"St. Benedict","https://www.catholic.org/files/images/saints/26.jpg"
"St. Benedict and Companions","https://www.catholic.org/files/images/saints/1726.jpg"
"St. Benedict Biscop","https://www.catholic.org/files/images/saints/929.jpg"
"St. Benedict Crispus","https://www.catholic.org/files/images/saints/1727.jpg"
"St. Benedict II","https://www.catholic.org/files/images/saints/937.jpg"
